Link,Huurprijs,Locatie,m2,Huurovereekomst,Beschrijving
https://www.pararius.com/apartment-for-rent/noordwijk-zh/8551aeae/abraham-van-royenstraat,"€1,515 per month",2202 EP (Kern Zee),138 m²,"€1,515 per month","Description For rent: Luxury renovated apartment at Abraham van Royenstraat 104H in Noordwijk For rent: Luxury renovated apartment at Abraham van Royenstraat 104H in Noordwijk This beautiful renovated apartment is available from November 1 and is located in the heart of Noordwijk aan Zee. The house extends over three floors: the basement, first and second floor. The apartment offers modern luxury and comfort, just a 5-minute walk from the beach, the bustling shopping street Hoofdstraat and various catering establishments.            "
https://www.pararius.com/apartment-for-rent/rotterdam/4fb5816b/robert-baeldestraat,"€1,900 per month",3061 TJ (Kralingen West),77 m²,"€1,900 per month","Description *****AVAILABLE FOR 5 MONTHS, DECEMBER 1, 2024 UNTIL MAY 1, 2025* *** *****AVAILABLE FOR 5 MONTHS, DECEMBER 1, 2024 UNTIL MAY 1, 2025* *****AVAILABLE FOR 5 MONTHS, DECEMBER 1, 2024 UNTIL MAY 1, 2025* *****AVAILABLE FOR 5 MONTHS, DECEMBER 1, 2024 UNTIL MAY 1, 2025* *****AVAILABLE FOR 5 MONTHS, DECEMBER 1, 2024 UNTIL MAY 1, 2025* *****AVAILABLE FOR 5 MONTHS, DECEMBER 1, 2024 UNTIL MAY 1, 2025* *****AVAILABLE FOR 5 MONTHS, DECEMBER 1, 2024 UNTIL MAY 1, 2025* *****AVAILABLE FOR 5 MONTHS, DECEMBER 1, 2024 UNTIL MAY 1, 2025* **** Located in the heart of Kralingen, a fully furnished three-room apartment with a west-facing balcony. Located on the 6th floor of the striking Kralingse apartment complex ""De Plantage"". The kitchen is equipped with a gas hob, dishwasher, combination microwave and refrigerator with freezer.      "
https://www.pararius.com/apartment-for-rent/rotterdam/651785eb/westplein,"€1,995 per month",3016 BM (Nieuwe Werk),82 m²,"€1,995 per month","Description Beautiful and spacious unfurnished 2-room apartment on the 3rd floor of the monumental Atlantic House in an absolute prime location in the bustling Scheepvaartkwartier.
The Scheepvaartkwartier has fast connections to the Ring of Rotterdam via the Maasboulevard, the Maastunnel traverse and the Erasmus Bridge. Diagonally opposite the entrance you will find the tram stop for line 7 (you are at Rotterdam Central in 7 minutes), the bus and water taxi and metro stops are a few minutes' walk away.                      "
https://www.pararius.com/apartment-for-rent/amsterdam/1247b97d/van-oldenbarneveldtstraat,"€2,450 per month",1052 JN (Frederik Hendrikbuurt),56 m²,"€2,450 per month",Description Nice upholstered apartment with garden for rent in Amsterdam with 2 bedrooms in the Frederik Hendrikbuurt district.
https://www.pararius.com/apartment-for-rent/amsterdam/1a34e048/admiraal-de-ruijterweg,"€2,350 per month",1055 NE (Landlust),61 m²,"€2,350 per month","Description ADMIRAAL DE RUIJTERWEG (CA. 61M2) AMSTERDAM-WEST / BOS EN LOMMER VIEWINGS VIA WEBSITE AND NOT BY PHONE!
NOT SUITABLE FOR SHARERS AND TENANTS WITH GUARANTORS
SEE VIDEO ON OUR WEBSITE   Layout:
At the front is the living room (ca.4.72 x 4.19 = 19.68m2) with access to the first bedroom (ca. 2.94 x 2.37 = 7.00m2).
On the garden side is the kitchen (ca.2.96 x 5.32 = 15.78m2) which is accessible from the living room and is equipped with a 4-burner induction hob, dishwasher, microwave/oven and large fridge/freezer and has access to the balcony. The master bedroom (ca.3.58 x 2.94 = 10.58m2) with access to the same balcony as the kitchen.
The bathroom has a walk-in shower and toilet.      "
https://www.pararius.com/apartment-for-rent/noordwijk-zh/b2ecd4cb/abraham-van-royenstraat,"€1,465 per month",2202 EN (Kern Zee),138 m²,"€1,465 per month","Description For rent: Luxurious renovated apartment on the Abraham van Royenstraat 104I in Noordwijk For rent: Luxurious renovated apartment on the Abraham van Royenstraat 104I in Noordwijk This beautifully renovated apartment is available from November 1 and is located in the heart of Noordwijk aan Zee. The property extends over three floors: the basement, first and second floor. The apartment offers modern luxury and comfort, just 5 minutes walking distance from the beach, the bustling shopping street the Main Street and various catering establishments.             "
https://www.pararius.com/apartment-for-rent/amsterdam/166c2b0d/linnaeusparkweg,"€3,050 per month",1098 EP (Middenmeer),122 m²,"€3,050 per month","Description LINNAEUSPARKWEG (ca. 120m2) AMSTERDAM-OOST / MARIOTTEPLEIN VIEWINGS VIA WEBSITE AND NOT BY PHONE
NOT SUITABLE FOR STUDENTS/GUARANTORS  Unfurnished 3-bedroom apartment on the ground floor with a spacious garden and a shed.      "
https://www.pararius.com/apartment-for-rent/amsterdam/4f6da30e/van-spilbergenstraat,"€3,025 per month",1057 PZ (Hoofdweg e.o.),62 m²,"€3,025 per month","Description This beautiful two-bedroom apartment filled with natural light, spanning 62 sq.m. is now available. The apartment features a large garden, a spacious living room with kitchen, two bedrooms and a bathroom. Home-sharing is permitted, and students are welcome with guarantors. The gross yearly income requirement for this apartment is 125 K. The apartment is available immediately. Van Spilbergenstraat is a charming residential street in Amsterdam West, located in the vibrant De Baarsjes neighbourhood.                                                      "
https://www.pararius.com/house-for-rent/weesp/53e33283/nigtevechtlaan,"€3,500 per month",1384 GN (Waterrijk),146 m²,"€3,500 per month",Description Spacious upholstered house with garden for rent in Weesp with 5 bedrooms in the Waterrijk district.
https://www.pararius.com/apartment-for-rent/rotterdam/2ab7e7b2/zandblokstraat,€930 per month,3083 MZ (Carnisse),65 m²,€930 per month,Description Beautiful apartment with balcony for rent in Rotterdam with 1 bedroom in the Carnisse district.
https://www.pararius.com/room-for-rent/breda/2940d5bd/catharinastraat,€650 per month,4811 XH (City),17 m²,€650 per month,"Description Completely newly renovated student house on the Grote Markt in the center of Breda Central Station, within walking distance to the Valkenberg Park. A student of 17 m2 on the first floor at the rear with direct access to terrace. Right in the thriving center of Breda with shopping opportunities, nightlife and supermarket all within walking distance         "
https://www.pararius.com/apartment-for-rent/schiedam/911abf08/dam,"€1,300 per month",3111 BC (Brandersbuurt),55 m²,"€1,300 per month",Description New for rent beautiful property in Schiedam.
https://www.pararius.com/apartment-for-rent/den-haag/d7fbb773/van-speijkstraat,"€3,250 per month",2518 GH (Zeeheldenkwartier),137 m²,"€3,250 per month","Description Beautiful property with high-quality finishing and energy label C, located in the popular Zeeheldenkwartier area. This lovely property comes with a brand new bathroom, modern kitchen, and sunny private garden. Located within walking distance of shops, restaurants, and lunchrooms. Several International organizations are situated in the immediate area and public transport is close. Layout:
Entrance at street level with video intercom system and alarm system. Hallway with separate toilet and hand washbasin, opening doors that lead into the spacious living and dining room. The living area is freshly painted and equipped with wooden flooring throughout and has beautiful original details, like ornamental ceilings, stained glass, and a mantelpiece. From the dining area, you can access the lovely well-maintained garden, where the sun can be enjoyed throughout the whole day. The modern kitchen is fully equipped and has a big stove with oven, microwave, extractor, and new refrigerator and freezer.          "
https://www.pararius.com/apartment-for-rent/amsterdam/11ba6f38/van-spilbergenstraat,"€2,750 per month",1057 RC (Hoofdweg e.o.),58 m²,"€2,750 per month","Description This stunning, recently renovated three-bedroom apartment, covering 58 sq.m., is now available. The apartment is situated on the first floor and features a balcony. Van Spilbergenstraat is a charming residential street in Amsterdam West, located in the vibrant De Baarsjes neighborhood. The gross yearly income requirement for this apartment is 115 K. We are looking for a tenant who can move in immediately. Home-sharing is allowed and students with solid guarantors are welcome. Pets are allowed in consultation.                                                          "
https://www.pararius.com/house-for-rent/haarlem/f32ed11a/oudeweg,"€1,650 per month",2031 CA (Sportliedenbuurt),118 m²,"€1,650 per month","Description U HEEFT EEN OBJECTCODE NODIG ALS U ONS BELT. DE CODE IS: 7 9 3 9 0 Bezichtiging
Wij plannen alleen een bezichtiging wanneer u een Qii account heeft aangemaakt en uw gegevens via DigiD aan ons, ter inzage, heeft vrijgegeven. LET OP: minimaal inkomen van 79.200,-!                                                "
https://www.pararius.com/apartment-for-rent/deventer/ce0690ff/larenstein,"€1,350 per month",7413 XZ (Burgemeestersbuurt),85 m²,"€1,350 per month",Description Lovely apartment with balcony for rent in Deventer in the Burgemeestersbuurt district.
